time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
07:35:11.959228,freerdp-shadow-.35951,,,4379,987650,0,0,97992,,,,,,,,,,,,
07:35:11.958069,tcp4 127.0.0.1:3390<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
07:35:11.958798,tcp4 127.0.0.1:3390<->127.0.0.1:62657,lo0,Established,4379,987650,0,0,97992,1.22 ms,403921,302528,BE,-,cubic,-,-,-,-,so,
07:35:11.959267,sshd.35969,,,1009879,921308,97992,0,0,,,,,,,,,,,,
07:35:11.958138,tcp4 192.168.50.75:22<->172.59.27.56:7853,en0,Established,22229,916929,0,0,0,76.62 ms,131072,2049024,BE,-,cubic,-,-,-,-,so,
07:35:11.958663,tcp4 127.0.0.1:62657<->127.0.0.1:3390,lo0,Established,987650,4379,97992,0,0,2.47 ms,302362,403904,BE,-,cubic,-,-,-,-,so,
time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
07:35:12.963766,freerdp-shadow-.35951,,,1740,52082,0,0,0,,,,,,,,,,,,
07:35:12.963390,tcp4 127.0.0.1:3390<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
07:35:12.963581,tcp4 127.0.0.1:3390<->127.0.0.1:62657,lo0,Established,1740,52082,0,0,0,3.50 ms,402181,511808,BE,-,cubic,-,-,-,-,so,
07:35:12.963892,sshd.35969,,,64018,62316,0,0,0,,,,,,,,,,,,
07:35:12.963459,tcp4 192.168.50.75:22<->172.59.27.56:7853,en0,Established,11936,60576,0,0,0,78.62 ms,131072,2173952,BE,-,cubic,-,-,-,-,so,
07:35:12.963520,tcp4 127.0.0.1:62657<->127.0.0.1:3390,lo0,Established,52082,1740,0,0,0,2.81 ms,511808,402176,BE,-,cubic,-,-,-,-,so,
time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
07:35:13.977288,freerdp-shadow-.35951,,,1430,58155,0,0,0,,,,,,,,,,,,
07:35:13.976708,tcp4 127.0.0.1:3390<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
07:35:13.977032,tcp4 127.0.0.1:3390<->127.0.0.1:62657,lo0,Established,1430,58155,0,0,0,1.22 ms,400751,453632,BE,-,cubic,-,-,-,-,so,
07:35:13.977395,sshd.35969,,,68035,77242,0,0,0,,,,,,,,,,,,
07:35:13.976866,tcp4 192.168.50.75:22<->172.59.27.56:7853,en0,Established,9880,75812,0,0,0,74.56 ms,131072,2374656,BE,-,cubic,-,-,-,-,so,
07:35:13.976959,tcp4 127.0.0.1:62657<->127.0.0.1:3390,lo0,Established,58155,1430,0,0,0,2.75 ms,453653,400704,BE,-,cubic,-,-,-,-,so,
time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
07:35:14.974503,freerdp-shadow-.35951,,,660,35518,0,0,0,,,,,,,,,,,,
07:35:14.974054,tcp4 127.0.0.1:3390<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
07:35:14.974302,tcp4 127.0.0.1:3390<->127.0.0.1:62657,lo0,Established,660,35518,0,0,0,1.22 ms,400101,418112,BE,-,cubic,-,-,-,-,so,
07:35:14.974552,sshd.35969,,,40162,57144,0,0,0,,,,,,,,,,,,
07:35:14.974114,tcp4 192.168.50.75:22<->172.59.27.56:7853,en0,Established,4644,56484,0,0,0,76.44 ms,131072,2530304,BE,-,cubic,-,-,-,-,so,
07:35:14.974182,tcp4 127.0.0.1:62657<->127.0.0.1:3390,lo0,Established,35518,660,0,0,0,2.62 ms,418135,400064,BE,-,cubic,-,-,-,-,so,
time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
07:35:15.964158,freerdp-shadow-.35951,,,1090,74147,0,0,0,,,,,,,,,,,,
